n_points,HI2_percent,HI3_percent,HI_percent,SA_dyne_s_cm2,mean_inlet_velocity
68,6.126991452807726e-08,9.916772736100139e-08,6.126991452807726e-08,0.5937939954253013,0.126449481
68,6.010859955668058e-08,9.831258713674997e-08,6.010859955668058e-08,0.5817955796238151,0.126288101
70,5.8212809478391816e-08,9.529154148928028e-08,5.8212809478391816e-08,0.5719547976744295,0.126173183
66,5.577718974979285e-08,9.219777766476173e-08,5.577718974979285e-08,0.5529458294283094,0.126049116
68,5.8756989024525185e-08,9.644179944976127e-08,5.8756989024525185e-08,0.5727509077736059,0.126196191
68,5.869420889033958e-08,9.611793302355185e-08,5.869420889033958e-08,0.5737259225915382,0.126173228
66,5.764480549368875e-08,9.539384444834587e-08,5.764480549368875e-08,0.5621330602094581,0.126049131
64,5.7464571024502285e-08,9.573040270457016e-08,5.7464571024502285e-08,0.5554190008346461,0.125959665
64,5.704638339763783e-08,9.649543160370467e-08,5.704638339763783e-08,0.5458725161914743,0.125861287
65,5.693299432162241e-08,9.470728526627909e-08,5.693299432162241e-08,0.5555588860419668,0.125988975
64,5.631185195779262e-08,9.366279038003891e-08,5.631185195779262e-08,0.551800059338827,0.125956938
63,5.356394974600851e-08,8.910247608775327e-08,5.356394974600851e-08,0.5360183189166069,0.125874966
60,5.6854129725367774e-08,9.624767759385568e-08,5.6854129725367774e-08,0.5431195647383031,0.125808015
61,5.096977637226945e-08,8.628557445748895e-08,5.096977637226945e-08,0.511626826569357,0.12571986
62,5.5945772802421115e-08,9.474250464345418e-08,5.5945772802421115e-08,0.5393212705910029,0.125821173
60,5.686295954233224e-08,9.626340116039562e-08,5.686295954233224e-08,0.543150781939999,0.12580803
62,5.1369723934342904e-08,8.637678664795961e-08,5.1369723934342904e-08,0.5177555614087295,0.125719875
63,5.235636763465322e-08,8.965759735106566e-08,5.235636763465322e-08,0.5125968106011105,0.125676095
62,4.972093950675975e-08,8.516545065162478e-08,4.972093950675975e-08,0.4951898114227542,0.125661671
65,5.218253916151774e-08,8.864899291738382e-08,5.218253916151774e-08,0.5157621526012558,0.125681311
65,5.374285949336843e-08,9.174222387654852e-08,5.374285949336843e-08,0.5197192736958021,0.125675648
63,5.2884786734013465e-08,9.08497189855327e-08,5.2884786734013465e-08,0.5117521336396156,0.125665277
63,4.9525855137700326e-08,8.45938760954611e-08,4.9525855137700326e-08,0.4959751295324198,0.125656009
61,4.749880577406157e-08,8.178681993382395e-08,4.749880577406157e-08,0.4818570337427455,0.125650704
63,4.902490577287984e-08,8.343515167467175e-08,4.902490577287984e-08,0.49392678378346005,0.125657767
63,4.878119070877001e-08,8.31965707194833e-08,4.878119070877001e-08,0.49309369871608516,0.125656039
63,4.841184402981327e-08,8.325808439769722e-08,4.841184402981327e-08,0.48790448394761243,0.125650719
62,4.7694369408302384e-08,8.21607606624323e-08,4.7694369408302384e-08,0.48269059691483046,0.12565048
59,4.7403460260884175e-08,8.228802653751684e-08,4.7403460260884175e-08,0.4758969428246543,0.125648111
62,4.718105577619149e-08,8.092454177698787e-08,4.718105577619149e-08,0.4823869024269727,0.125650316
61,4.801601790476394e-08,8.268064552568054e-08,4.801601790476394e-08,0.48468215462488556,0.12565051
60,4.7832100900925114e-08,8.263960242455786e-08,4.7832100900925114e-08,0.4805874691527225,0.125648126
58,4.635605444022133e-08,7.99725817113968e-08,4.635605444022133e-08,0.4746313382693319,0.125613824
55,4.6325324084696396e-08,8.055650375217667e-08,4.6325324084696396e-08,0.4694734150840682,0.125577465
59,4.766963348961575e-08,8.263700543995037e-08,4.766963348961575e-08,0.47918378014482976,0.12562497
58,4.7273866948797954e-08,8.24478202210879e-08,4.7273866948797954e-08,0.47544386869450955,0.125612795
58,4.685545041314227e-08,8.129787980207648e-08,4.685545041314227e-08,0.4742418441872313,0.12559776
57,4.586847250305254e-08,7.972829462531112e-08,4.586847250305254e-08,0.4673518694766127,0.125558466
56,4.486161593918819e-08,7.820858575883076e-08,4.486161593918819e-08,0.45908955589425715,0.125528291
59,4.578003361773759e-08,7.969823120689552e-08,4.578003361773759e-08,0.46715766415507864,0.125564814
57,4.594373772567679e-08,7.985032733772003e-08,4.594373772567679e-08,0.4678305288275688,0.125558481
57,4.542907437511185e-08,7.901391677351112e-08,4.542907437511185e-08,0.4635878163865429,0.125528306
56,4.4678613357967656e-08,7.745222150535127e-08,4.4678613357967656e-08,0.4596105051937572,0.125509173
55,4.286530576136633e-08,7.495302838935147e-08,4.286530576136633e-08,0.44648487758496974,0.125468448
57,4.3165597649863614e-08,7.479800641397949e-08,4.3165597649863614e-08,0.45318044502902577,0.125512883
56,4.468373128564321e-08,7.747488902907644e-08,4.468373128564321e-08,0.4595801517407854,0.125509202
56,4.36055293521762e-08,7.598194412559653e-08,4.36055293521762e-08,0.45248552082911775,0.125468463
57,4.161184787287812e-08,7.23298678435588e-08,4.161184787287812e-08,0.4406199843911782,0.125431269
55,4.1242725182258954e-08,7.148398458999176e-08,4.1242725182258954e-08,0.43904951212607984,0.125392288
55,4.382153920511372e-08,7.65188315503125e-08,4.382153920511372e-08,0.4509735431525081,0.125443295
55,4.3224276843805036e-08,7.56044372833127e-08,4.3224276843805036e-08,0.44671047182847545,0.125430167
56,4.138145704888744e-08,7.183752529762174e-08,4.138145704888744e-08,0.43938268761109567,0.125403121
55,4.138921800167903e-08,7.212652779529652e-08,4.138921800167903e-08,0.43721519195905717,0.125372157
52,4.1035573556052087e-08,7.194491745743177e-08,4.1035573556052087e-08,0.42990021054415795,0.125340641
54,4.239472365447302e-08,7.430607231335231e-08,4.239472365447302e-08,0.44047754677008283,0.125378877
54,4.3602127740595144e-08,7.710443045846389e-08,4.3602127740595144e-08,0.444195787498466,0.125372171
54,3.907647532243797e-08,6.822917583229121e-08,3.907647532243797e-08,0.4243890462237918,0.125340641
54,3.980467156091545e-08,6.907763207700012e-08,3.980467156091545e-08,0.42806015360733,0.12531282
54,4.089924560670286e-08,7.134788197960544e-08,4.089924560670286e-08,0.4305199784316394,0.125261262
54,4.146414948537695e-08,7.250155445215289e-08,4.146414948537695e-08,0.43364890747907087,0.125320658
54,3.878828371211918e-08,6.741209073008556e-08,3.878828371211918e-08,0.4230678412996679,0.125312835
53,4.0339161983279596e-08,7.038819151008103e-08,4.0339161983279596e-08,0.4279641263917816,0.125261277
53,3.7636728788011414e-08,6.532565479977926e-08,3.7636728788011414e-08,0.4148217296213058,0.12522158
50,4.1655102223446296e-08,7.371676217726152e-08,4.1655102223446296e-08,0.4263398562166398,0.125180468
54,4.1322949125571105e-08,7.237539251714132e-08,4.1322949125571105e-08,0.43037419955698025,0.12523438
54,4.1444720355854914e-08,7.245715759061897e-08,4.1444720355854914e-08,0.43051730740110394,0.125220403
53,3.8419373638182235e-08,6.651784704787436e-08,3.8419373638182235e-08,0.4190010862149784,0.12519148
52,3.747181939909425e-08,6.491892424819249e-08,3.747181939909425e-08,0.41278076827051524,0.125159517
50,3.624286166486937e-08,6.24290846302246e-08,3.624286166486937e-08,0.4066798814106582,0.125121102
53,4.0091311086420636e-08,7.002125284291863e-08,4.0091311086420636e-08,0.4232734976300226,0.125166491
52,4.092620574263129e-08,7.167650426937263e-08,4.092620574263129e-08,0.4258173675966144,0.125159532
51,3.6569627401913354e-08,6.288696568648232e-08,3.6569627401913354e-08,0.4094136936719475,0.125121117
